"peak_index","seqnames","start","end","width","strand","name","peak_detection","top_peak_col","is_retained_after_pacs"
104566,"chr15",81190462,81191363,902,"*","chr15:81190462-81191363",5143,3347,TRUE
235940,"chr6",83831449,83832348,900,"*","chr6:83831449-83832348",5140,7753,TRUE
255557,"chr7",102209813,102210890,1078,"*","chr7:102209813-102210890",5139,8508,TRUE
88529,"chr14",50930598,50931617,1020,"*","chr14:50930598-50931617",5137,2891,TRUE
195646,"chr4",57955736,57957150,1415,"*","chr4:57955736-57957150",5125,6351,TRUE
157636,"chr2",53190935,53192633,1699,"*","chr2:53190935-53192633",5122,5229,TRUE
227011,"chr5",145204093,145204823,731,"*","chr5:145204093-145204823",5121,7492,TRUE
284167,"chr9",56417635,56419356,1722,"*","chr9:56417635-56419356",5120,9491,TRUE
256809,"chr7",113206959,113208112,1154,"*","chr7:113206959-113208112",5114,8550,TRUE
174102,"chr2",180118851,180119895,1045,"*","chr2:180118851-180119895",5113,5717,TRUE
269473,"chr8",72570753,72572377,1625,"*","chr8:72570753-72572377",5110,8992,TRUE
240148,"chr6",113696624,113697674,1051,"*","chr6:113696624-113697674",5109,7876,TRUE
152197,"chr2",11777289,11778878,1590,"*","chr2:11777289-11778878",5106,5018,TRUE
166280,"chr2",128698038,128699703,1666,"*","chr2:128698038-128699703",5103,5465,TRUE
291556,"chr9",106476249,106477583,1335,"*","chr9:106476249-106477583",5101,9722,TRUE
27480,"chr10",59951471,59952958,1488,"*","chr10:59951471-59952958",5097,738,TRUE
226480,"chr5",142439973,142441389,1417,"*","chr5:142439973-142441389",5091,7465,TRUE
212593,"chr5",34659934,34660848,915,"*","chr5:34659934-34660848",5087,7001,TRUE
135883,"chr18",39489126,39491967,2842,"*","chr18:39489126-39491967",5086,4472,TRUE
30740,"chr10",80900422,80901532,1111,"*","chr10:80900422-80901532",5085,901,TRUE
77513,"chr13",69610843,69612295,1453,"*","chr13:69610843-69612295",5085,2584,TRUE
46211,"chr11",72607039,72608844,1806,"*","chr11:72607039-72608844",5077,1502,TRUE
68045,"chr12",111813886,111814776,891,"*","chr12:111813886-111814776",5068,2315,TRUE
127999,"chr17",65884621,65885828,1208,"*","chr17:65884621-65885828",5063,4241,TRUE
205588,"chr4",136285353,136286491,1139,"*","chr4:136285353-136286491",5060,6702,TRUE
269231,"chr8",71272216,71273576,1361,"*","chr8:71272216-71273576",5054,8966,TRUE
8251,"chr1",86358878,86359998,1121,"*","chr1:86358878-86359998",5050,229,TRUE
294496,"chr9",123461623,123462314,692,"*","chr9:123461623-123462314",5040,9854,TRUE
137878,"chr18",56924929,56926240,1312,"*","chr18:56924929-56926240",5033,4507,TRUE
269635,"chr8",75033429,75034583,1155,"*","chr8:75033429-75034583",5026,8995,TRUE
46635,"chr11",75509687,75511205,1519,"*","chr11:75509687-75511205",5011,1536,TRUE
174494,"chr3",5860440,5861021,582,"*","chr3:5860440-5861021",5000,5738,TRUE
147885,"chr19",42128675,42129666,992,"*","chr19:42128675-42129666",4994,4884,TRUE
269270,"chr8",71464570,71465266,697,"*","chr8:71464570-71465266",4989,8973,TRUE
155773,"chr2",34771599,34772438,840,"*","chr2:34771599-34772438",4974,5182,TRUE
107463,"chr15",98917310,98918655,1346,"*","chr15:98917310-98918655",4971,3480,TRUE
28407,"chr10",66920317,66922245,1929,"*","chr10:66920317-66922245",4970,765,TRUE
84783,"chr14",21051904,21053288,1385,"*","chr14:21051904-21053288",4965,2776,TRUE
165970,"chr2",127269764,127271068,1305,"*","chr2:127269764-127271068",4956,5454,TRUE
50328,"chr11",95858510,95860015,1506,"*","chr11:95858510-95860015",4940,1695,TRUE
144927,"chr19",21652514,21653833,1320,"*","chr19:21652514-21653833",4938,4789,TRUE
254511,"chr7",97578958,97581362,2405,"*","chr7:97578958-97581362",4927,8465,TRUE
108397,"chr15",102624941,102626098,1158,"*","chr15:102624941-102626098",4925,3538,TRUE
4076,"chr1",52232524,52233874,1351,"*","chr1:52232524-52233874",4919,98,TRUE
286479,"chr9",66834487,66835477,991,"*","chr9:66834487-66835477",4915,9583,TRUE
45696,"chr11",69837771,69838867,1097,"*","chr11:69837771-69838867",4905,1464,TRUE
25970,"chr10",42277528,42278511,984,"*","chr10:42277528-42278511",4896,701,TRUE
203983,"chr4",129461034,129462176,1143,"*","chr4:129461034-129462176",4893,6602,TRUE
11106,"chr1",120120235,120121785,1551,"*","chr1:120120235-120121785",4886,314,TRUE
60034,"chr12",44209222,44210703,1482,"*","chr12:44209222-44210703",4886,2092,TRUE
41415,"chr11",43681583,43682352,770,"*","chr11:43681583-43682352",4879,1279,TRUE
282323,"chr9",44305460,44306229,770,"*","chr9:44305460-44306229",4874,9417,TRUE
186505,"chr3",123508180,123509559,1380,"*","chr3:123508180-123509559",4869,6124,TRUE
92007,"chr14",74731379,74732835,1457,"*","chr14:74731379-74732835",4858,3018,TRUE
246879,"chr7",27195722,27196779,1058,"*","chr7:27195722-27196779",4841,8153,TRUE
227768,"chr5",149635804,149637099,1296,"*","chr5:149635804-149637099",4834,7520,TRUE
96845,"chr15",9070767,9072182,1416,"*","chr15:9070767-9072182",4833,3109,TRUE
212431,"chr5",33651902,33653051,1150,"*","chr5:33651902-33653051",4832,6988,TRUE
83415,"chr14",8172773,8173638,866,"*","chr14:8172773-8173638",4825,2734,TRUE
208365,"chr4",150706536,150708952,2417,"*","chr4:150706536-150708952",4823,6825,TRUE
14402,"chr1",151343823,151345645,1823,"*","chr1:151343823-151345645",4822,397,TRUE
249757,"chr7",52005570,52006765,1196,"*","chr7:52005570-52006765",4808,8339,TRUE
118577,"chr16",91646838,91648595,1758,"*","chr16:91646838-91648595",4804,3836,TRUE
23366,"chr10",19591461,19592523,1063,"*","chr10:19591461-19592523",4802,634,TRUE
246873,"chr7",27178460,27179437,978,"*","chr7:27178460-27179437",4800,8152,TRUE
57949,"chr12",25096103,25096687,585,"*","chr12:25096103-25096687",4799,2057,TRUE
285851,"chr9",64021906,64023495,1590,"*","chr9:64021906-64023495",4792,9554,TRUE
9849,"chr1",93635168,93636678,1511,"*","chr1:93635168-93636678",4788,279,TRUE
232817,"chr6",50566188,50567248,1061,"*","chr6:50566188-50567248",4777,7657,TRUE
77969,"chr13",73692355,73693092,738,"*","chr13:73692355-73693092",4776,2590,TRUE
110131,"chr16",13818675,13819813,1139,"*","chr16:13818675-13819813",4768,3616,TRUE
249887,"chr7",56049865,56050905,1041,"*","chr7:56049865-56050905",4767,8343,TRUE
42597,"chr11",51688410,51689478,1069,"*","chr11:51688410-51689478",4766,1320,TRUE
138288,"chr18",60525726,60526894,1169,"*","chr18:60525726-60526894",4764,4509,TRUE
193511,"chr4",41464693,41465695,1003,"*","chr4:41464693-41465695",4764,6274,TRUE
243452,"chr6",136827713,136828738,1026,"*","chr6:136827713-136828738",4764,7987,TRUE
107896,"chr15",100551555,100552459,905,"*","chr15:100551555-100552459",4763,3507,TRUE
55507,"chr11",120098528,120099764,1237,"*","chr11:120098528-120099764",4762,1956,TRUE
216498,"chr5",73255727,73257241,1515,"*","chr5:73255727-73257241",4761,7099,TRUE
293688,"chr9",119340890,119341737,848,"*","chr9:119340890-119341737",4760,9824,TRUE
239590,"chr6",108456309,108459312,3004,"*","chr6:108456309-108459312",4758,7857,TRUE
55880,"chr11",121672874,121673752,879,"*","chr11:121672874-121673752",4756,2001,TRUE
124466,"chr17",33890476,33891225,750,"*","chr17:33890476-33891225",4752,4079,TRUE
259068,"chr7",128237225,128238967,1743,"*","chr7:128237225-128238967",4750,8659,TRUE
115080,"chr16",46496258,46497919,1662,"*","chr16:46496258-46497919",4748,3771,TRUE
271528,"chr8",88696587,88697553,967,"*","chr8:88696587-88697553",4732,9067,TRUE
105963,"chr15",88850365,88852355,1991,"*","chr15:88850365-88852355",4724,3419,TRUE
272483,"chr8",94601385,94602459,1075,"*","chr8:94601385-94602459",4722,9097,TRUE
104449,"chr15",80710722,80711549,828,"*","chr15:80710722-80711549",4719,3345,TRUE
201908,"chr4",116074937,116076223,1287,"*","chr4:116074937-116076223",4717,6502,TRUE
110327,"chr16",15637091,15638212,1122,"*","chr16:15637091-15638212",4714,3623,TRUE
126926,"chr17",53478778,53480049,1272,"*","chr17:53478778-53480049",4702,4197,TRUE
33009,"chr10",95514574,95515988,1415,"*","chr10:95514574-95515988",4691,992,TRUE
127933,"chr17",65612647,65614505,1859,"*","chr17:65612647-65614505",4690,4239,TRUE
65999,"chr12",100187145,100188121,977,"*","chr12:100187145-100188121",4685,2249,TRUE
268104,"chr8",60982862,60984261,1400,"*","chr8:60982862-60984261",4685,8905,TRUE
18303,"chr1",178187345,178188219,875,"*","chr1:178187345-178188219",4684,515,TRUE
201975,"chr4",116556940,116558257,1318,"*","chr4:116556940-116558257",4684,6507,TRUE
59719,"chr12",40037056,40038451,1396,"*","chr12:40037056-40038451",4679,2088,TRUE
30628,"chr10",80433516,80434489,974,"*","chr10:80433516-80434489",4675,884,TRUE
78543,"chr13",81782954,81784161,1208,"*","chr13:81782954-81784161",4675,2610,TRUE
218485,"chr5",93266937,93268776,1840,"*","chr5:93266937-93268776",4667,7152,TRUE
122297,"chr17",24454517,24455981,1465,"*","chr17:24454517-24455981",4666,3956,TRUE
5783,"chr1",64737391,64738651,1261,"*","chr1:64737391-64738651",4665,146,TRUE
241921,"chr6",125215270,125215984,715,"*","chr6:125215270-125215984",4664,7947,TRUE
108932,"chr16",5013319,5014081,763,"*","chr16:5013319-5014081",4660,3583,TRUE
261803,"chr7",143548484,143549651,1168,"*","chr7:143548484-143549651",4659,8736,TRUE
56619,"chr12",8921376,8922593,1218,"*","chr12:8921376-8922593",4658,2026,TRUE
12671,"chr1",133130875,133131930,1056,"*","chr1:133130875-133131930",4657,347,TRUE
263477,"chr8",13104876,13106496,1621,"*","chr8:13104876-13106496",4655,8790,TRUE
93312,"chr14",87415888,87417547,1660,"*","chr14:87415888-87417547",4654,3047,TRUE
283788,"chr9",53536569,53537525,957,"*","chr9:53536569-53537525",4654,9476,TRUE
188957,"chr3",144569711,144571170,1460,"*","chr3:144569711-144571170",4651,6169,TRUE
285768,"chr9",63757584,63758928,1345,"*","chr9:63757584-63758928",4651,9551,TRUE
250798,"chr7",67644982,67645756,775,"*","chr7:67644982-67645756",4642,8365,TRUE
109701,"chr16",11134296,11135231,936,"*","chr16:11134296-11135231",4634,3600,TRUE
155199,"chr2",32395212,32396786,1575,"*","chr2:32395212-32396786",4630,5152,TRUE
68282,"chr12",112721178,112723106,1929,"*","chr12:112721178-112723106",4627,2323,TRUE
169832,"chr2",155517750,155518637,888,"*","chr2:155517750-155518637",4624,5582,TRUE
297812,"chrX",98936948,98938469,1522,"*","chrX:98936948-98938469",4624,9948,TRUE
95773,"chr14",121797527,121799004,1478,"*","chr14:121797527-121799004",4619,3086,TRUE
57284,"chr12",15815450,15818062,2613,"*","chr12:15815450-15818062",4616,2031,TRUE
258958,"chr7",127588016,127589048,1033,"*","chr7:127588016-127589048",4616,8644,TRUE
5749,"chr1",64532176,64533823,1648,"*","chr1:64532176-64533823",4615,143,TRUE
187355,"chr3",131488631,131491071,2441,"*","chr3:131488631-131491071",4613,6142,TRUE
50808,"chr11",97702587,97703719,1133,"*","chr11:97702587-97703719",4607,1724,TRUE
42368,"chr11",50325371,50326329,959,"*","chr11:50325371-50326329",4604,1307,TRUE
240911,"chr6",117879120,117880309,1190,"*","chr6:117879120-117880309",4603,7893,TRUE
5154,"chr1",60180169,60181154,986,"*","chr1:60180169-60181154",4602,135,TRUE
196313,"chr4",63171331,63172875,1545,"*","chr4:63171331-63172875",4601,6369,TRUE
244979,"chr6",146577322,146578596,1275,"*","chr6:146577322-146578596",4601,8011,TRUE
110909,"chr16",20097297,20098646,1350,"*","chr16:20097297-20098646",4596,3660,TRUE
30586,"chr10",80260852,80262079,1228,"*","chr10:80260852-80262079",4589,877,TRUE
90276,"chr14",63177716,63178498,783,"*","chr14:63177716-63178498",4589,2972,TRUE
31753,"chr10",86778290,86779374,1085,"*","chr10:86778290-86779374",4584,967,TRUE
62771,"chr12",76254907,76255725,819,"*","chr12:76254907-76255725",4583,2158,TRUE
268900,"chr8",69625222,69626004,783,"*","chr8:69625222-69626004",4582,8921,TRUE
100176,"chr15",44618776,44619885,1110,"*","chr15:44618776-44619885",4581,3194,TRUE
124471,"chr17",33915861,33916657,797,"*","chr17:33915861-33916657",4578,4081,TRUE
238040,"chr6",94699556,94701165,1610,"*","chr6:94699556-94701165",4578,7835,TRUE
103835,"chr15",78405800,78407026,1227,"*","chr15:78405800-78407026",4577,3314,TRUE
60842,"chr12",54695496,54697503,2008,"*","chr12:54695496-54697503",4573,2106,TRUE
142499,"chr19",3912550,3913345,796,"*","chr19:3912550-3913345",4566,4619,TRUE
88680,"chr14",52278896,52279919,1024,"*","chr14:52278896-52279919",4559,2901,TRUE
270744,"chr8",83972316,83973262,947,"*","chr8:83972316-83973262",4559,9026,TRUE
270807,"chr8",84237056,84237776,721,"*","chr8:84237056-84237776",4547,9034,TRUE
213663,"chr5",43232482,43234397,1916,"*","chr5:43232482-43234397",4538,7030,TRUE
256861,"chr7",113513350,113514392,1043,"*","chr7:113513350-113514392",4530,8553,TRUE
184366,"chr3",103913972,103915232,1261,"*","chr3:103913972-103915232",4515,6044,TRUE
57758,"chr12",21417190,21418182,993,"*","chr12:21417190-21418182",4514,2048,TRUE
293378,"chr9",118040129,118041278,1150,"*","chr9:118040129-118041278",4510,9812,TRUE
87773,"chr14",45219138,45220048,911,"*","chr14:45219138-45220048",4509,2863,TRUE
105953,"chr15",88819160,88819925,766,"*","chr15:88819160-88819925",4508,3416,TRUE
194011,"chr4",45452642,45454097,1456,"*","chr4:45452642-45454097",4507,6310,TRUE
13208,"chr1",135258338,135259550,1213,"*","chr1:135258338-135259550",4503,374,TRUE
142183,"chr18",84684745,84686123,1379,"*","chr18:84684745-84686123",4494,4600,TRUE
255750,"chr7",105810733,105811652,920,"*","chr7:105810733-105811652",4494,8518,TRUE
101277,"chr15",58888251,58889837,1587,"*","chr15:58888251-58889837",4492,3218,TRUE
232029,"chr6",42349197,42351041,1845,"*","chr6:42349197-42351041",4489,7622,TRUE
4923,"chr1",58973064,58974382,1319,"*","chr1:58973064-58974382",4481,127,TRUE
297232,"chrX",75673904,75674805,902,"*","chrX:75673904-75674805",4480,9935,TRUE
277766,"chr8",127440340,127441662,1323,"*","chr8:127440340-127441662",4475,9290,TRUE
126227,"chr17",47736995,47738793,1799,"*","chr17:47736995-47738793",4471,4192,TRUE
182046,"chr3",88296311,88297517,1207,"*","chr3:88296311-88297517",4471,5898,TRUE
68364,"chr12",113000327,113001398,1072,"*","chr12:113000327-113001398",4466,2326,TRUE
142721,"chr19",4810988,4812260,1273,"*","chr19:4810988-4812260",4462,4644,TRUE
204603,"chr4",132421751,132422937,1187,"*","chr4:132421751-132422937",4459,6634,TRUE
36978,"chr10",128821484,128822212,729,"*","chr10:128821484-128822212",4457,1125,TRUE
64910,"chr12",86888128,86889253,1126,"*","chr12:86888128-86889253",4455,2228,TRUE
241919,"chr6",125191464,125192680,1217,"*","chr6:125191464-125192680",4444,7946,TRUE
192826,"chr4",32615022,32615974,953,"*","chr4:32615022-32615974",4434,6244,TRUE
189215,"chr3",145987543,145989021,1479,"*","chr3:145987543-145989021",4433,6180,TRUE
6717,"chr1",74036146,74037583,1438,"*","chr1:74036146-74037583",4431,172,TRUE
194469,"chr4",47352367,47353867,1501,"*","chr4:47352367-47353867",4431,6326,TRUE
140551,"chr18",74778328,74779546,1219,"*","chr18:74778328-74779546",4429,4569,TRUE
149619,"chr19",53599962,53601148,1187,"*","chr19:53599962-53601148",4428,4952,TRUE
239693,"chr6",108828272,108829157,886,"*","chr6:108828272-108829157",4421,7862,TRUE
255510,"chr7",101896069,101897099,1031,"*","chr7:101896069-101897099",4419,8503,TRUE
161685,"chr2",90745105,90746101,997,"*","chr2:90745105-90746101",4417,5312,TRUE
116655,"chr16",70313756,70314866,1111,"*","chr16:70313756-70314866",4416,3799,TRUE
269168,"chr8",70760643,70761558,916,"*","chr8:70760643-70761558",4415,8957,TRUE
135743,"chr18",38992596,38993927,1332,"*","chr18:38992596-38993927",4411,4468,TRUE
243106,"chr6",134829577,134830816,1240,"*","chr6:134829577-134830816",4411,7973,TRUE
266100,"chr8",36248063,36249952,1890,"*","chr8:36248063-36249952",4404,8864,TRUE
107365,"chr15",98533880,98534755,876,"*","chr15:98533880-98534755",4402,3471,TRUE
143487,"chr19",8741013,8742094,1082,"*","chr19:8741013-8742094",4402,4732,TRUE
30242,"chr10",78169513,78170377,865,"*","chr10:78169513-78170377",4401,836,TRUE
15282,"chr1",155972666,155974169,1504,"*","chr1:155972666-155974169",4400,428,TRUE
77193,"chr13",64152994,64154447,1454,"*","chr13:64152994-64154447",4385,2566,TRUE
123321,"chr17",28512566,28513360,795,"*","chr17:28512566-28513360",4385,4023,TRUE
48245,"chr11",83472176,83473655,1480,"*","chr11:83472176-83473655",4379,1608,TRUE
43922,"chr11",59839104,59840188,1085,"*","chr11:59839104-59840188",4378,1382,TRUE
103435,"chr15",76380242,76380829,588,"*","chr15:76380242-76380829",4366,3286,TRUE
250157,"chr7",63924789,63926543,1755,"*","chr7:63924789-63926543",4363,8349,TRUE
246243,"chr7",19092731,19094781,2051,"*","chr7:19092731-19094781",4359,8094,TRUE
29853,"chr10",76442271,76443311,1041,"*","chr10:76442271-76443311",4355,817,TRUE
154690,"chr2",30363926,30364582,657,"*","chr2:30363926-30364582",4353,5114,TRUE
262344,"chr8",4238089,4239486,1398,"*","chr8:4238089-4239486",4352,8761,TRUE
110658,"chr16",18083342,18084281,940,"*","chr16:18083342-18084281",4348,3646,TRUE
6721,"chr1",74047370,74048330,961,"*","chr1:74047370-74048330",4347,174,TRUE
61622,"chr12",69724324,69725576,1253,"*","chr12:69724324-69725576",4345,2133,TRUE
148710,"chr19",46395178,46396104,927,"*","chr19:46395178-46396104",4340,4923,TRUE
134509,"chr18",31759302,31760910,1609,"*","chr18:31759302-31760910",4338,4391,TRUE
6854,"chr1",74587534,74588644,1111,"*","chr1:74587534-74588644",4337,188,TRUE
290636,"chr9",100545530,100546642,1113,"*","chr9:100545530-100546642",4337,9687,TRUE
30807,"chr10",81182647,81183505,859,"*","chr10:81182647-81183505",4335,912,TRUE
206169,"chr4",138453488,138455631,2144,"*","chr4:138453488-138455631",4335,6724,TRUE
124763,"chr17",35240891,35242557,1667,"*","chr17:35240891-35242557",4333,4113,TRUE
157945,"chr2",59160134,59162262,2129,"*","chr2:59160134-59162262",4321,5237,TRUE
108895,"chr16",4879516,4881090,1575,"*","chr16:4879516-4881090",4318,3576,TRUE
78694,"chr13",85288553,85289922,1370,"*","chr13:85288553-85289922",4315,2613,TRUE
132367,"chr18",7626409,7627435,1027,"*","chr18:7626409-7627435",4310,4350,TRUE
153996,"chr2",27246867,27247849,983,"*","chr2:27246867-27247849",4309,5082,TRUE
78157,"chr13",75707181,75708726,1546,"*","chr13:75707181-75708726",4298,2601,TRUE
278251,"chr9",7763620,7764741,1122,"*","chr9:7763620-7764741",4298,9298,TRUE
213023,"chr5",36464621,36465504,884,"*","chr5:36464621-36465504",4295,7013,TRUE
164933,"chr2",119476495,119478597,2103,"*","chr2:119476495-119478597",4294,5406,TRUE
183120,"chr3",96159988,96162778,2791,"*","chr3:96159988-96162778",4294,5987,TRUE
269177,"chr8",70792214,70793316,1103,"*","chr8:70792214-70793316",4289,8960,TRUE
182139,"chr3",88685421,88686592,1172,"*","chr3:88685421-88686592",4288,5910,TRUE
9888,"chr1",93803642,93804651,1010,"*","chr1:93803642-93804651",4287,282,TRUE
148509,"chr19",45363487,45364413,927,"*","chr19:45363487-45364413",4286,4910,TRUE
253889,"chr7",90475857,90476927,1071,"*","chr7:90475857-90476927",4285,8454,TRUE
139313,"chr18",65430483,65431618,1136,"*","chr18:65430483-65431618",4281,4538,TRUE
54388,"chr11",116023963,116025048,1086,"*","chr11:116023963-116025048",4277,1907,TRUE
237180,"chr6",90507735,90508832,1098,"*","chr6:90507735-90508832",4275,7810,TRUE
4874,"chr1",58711261,58713589,2329,"*","chr1:58711261-58713589",4274,123,TRUE
269173,"chr8",70776525,70777590,1066,"*","chr8:70776525-70777590",4272,8959,TRUE
278267,"chr9",7836559,7837682,1124,"*","chr9:7836559-7837682",4270,9299,TRUE
279862,"chr9",25151109,25152434,1326,"*","chr9:25151109-25152434",4267,9363,TRUE
111013,"chr16",20717275,20718315,1041,"*","chr16:20717275-20718315",4265,3669,TRUE
108575,"chr15",103304047,103306465,2419,"*","chr15:103304047-103306465",4260,3546,TRUE
108920,"chr16",4964040,4964897,858,"*","chr16:4964040-4964897",4253,3582,TRUE
36880,"chr10",128303039,128304236,1198,"*","chr10:128303039-128304236",4251,1103,TRUE
30858,"chr10",81350286,81351197,912,"*","chr10:81350286-81351197",4247,918,TRUE
201366,"chr4",109676190,109677257,1068,"*","chr4:109676190-109677257",4246,6484,TRUE
112402,"chr16",30008143,30010132,1990,"*","chr16:30008143-30010132",4237,3696,TRUE
176779,"chr3",32736423,32737574,1152,"*","chr3:32736423-32737574",4233,5791,TRUE
